canonical_keyword,cluster_key,cluster_label,topical_silo,primary_entity,entity_type,parent_entity,intent,intent_detail,geo_modifier,keyword_count,total_volume,current_ranking_coverage_pct,average_current_position,recommended_page_type,recommended_action,suggested_url
how many calories in mcdonald's sweet and sour sauce,sauce-sweet-n-sour-sauce__nutrition_ingredients,Sweet 'N Sour Sauce - nutrition ingredients,Sauces & Condiments,Sweet 'N Sour Sauce,product_variant,Sauces & Condiments,nutrition,nutrition_ingredients,,15,570,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/sweet-n-sour-sauce/
menu mcdonald's burgers,burgers-menu__overview_menu,Burgers Menu - overview menu,Burgers,Burgers Menu,menu_guide,,overview,overview_menu,,2,560,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/burgers-menu/
10 piece chicken nuggets,nuggets-10-pc-chicken-mcnuggets__overview_general,10 pc Chicken McNuggets - overview general,McNuggets & Strips,10 pc Chicken McNuggets,product_variant,Chicken McNuggets,overview,overview_general,,10,540,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/
daily double meal,burgers-daily-double__overview_menu,Daily Double - overview menu,Burgers,Daily Double,product_variant,Burgers Menu,overview,overview_menu,,2,510,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/daily-double/
is the chicken big mac still available,burgers-big-mac__availability_status,Big Mac - availability status,Burgers,Big Mac,product_variant,Burgers Menu,timing_availability,availability_status,,3,510,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/big-mac/
mcvalue menu,mcvalue-menu__overview_menu,McValue Menu - overview menu,Value & Deals,McValue Menu,menu_guide,,overview,overview_menu,,1,500,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/
spicy mccrispy calories,chicken-spicy-mccrispy__nutrition_macros,Spicy McCrispy - nutrition macros,Chicken & Fish,Spicy McCrispy,product_variant,Chicken & Fish Menu,nutrition,nutrition_macros,,1,500,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/spicy-mccrispy/
mcdonald's hot tea,bev-hot-tea__overview_general,Hot Tea - overview general,Beverages,Hot Tea,product_family,Beverages & Drinks,overview,overview_general,,6,500,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
sausage mcmuffin with egg price,bfast-sausage-mcmuffin-with-egg__price_value,Sausage McMuffin with Egg - price value,Breakfast,Sausage McMuffin with Egg,product_variant,Breakfast Menu,commercial,price_value,,7,490,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin-with-egg/
ingredients in mcdonald's chicken nuggets,mcvalue-chicken-mcnuggets__nutrition_ingredients,Chicken McNuggets - nutrition ingredients,Value & Deals,Chicken McNuggets,product_family,McValue Menu,nutrition,nutrition_ingredients,,3,480,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/
big breakfast with hotcakes calories,bfast-big-breakfast-with-hotcakes__nutrition_macros,Big Breakfast with Hotcakes - nutrition macros,Breakfast,Big Breakfast with Hotcakes,product_variant,Breakfast Menu,nutrition,nutrition_macros,,3,480,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/big-breakfast-with-hotcakes/
how much is a sausage egg and cheese mcgriddle,bfast-sausage-egg-cheese-mcgriddles__price_value,"Sausage, Egg & Cheese McGriddles - price value",Breakfast,"Sausage, Egg & Cheese McGriddles",product_variant,Breakfast Menu,commercial,price_value,,6,480,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-egg-cheese-mcgriddles/
mcdonalds oatmeal price,bfast-fruit-maple-oatmeal__price_value,Fruit & Maple Oatmeal - price value,Breakfast,Fruit & Maple Oatmeal,product_variant,Breakfast Menu,commercial,price_value,,6,480,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/fruit-maple-oatmeal/
how much is a bacon egg and cheese mcgriddle,bfast-bacon-egg-cheese-mcgriddles__price_value,"Bacon, Egg & Cheese McGriddles - price value",Breakfast,"Bacon, Egg & Cheese McGriddles",product_variant,Breakfast Menu,commercial,price_value,,6,460,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-mcgriddles/
mcdonald's menu chicken nuggets,mcvalue-chicken-mcnuggets__overview_menu,Chicken McNuggets - overview menu,Value & Deals,Chicken McNuggets,product_family,McValue Menu,overview,overview_menu,,14,460,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/
quarter pounder ingredients,burgers-quarter-pounder-with-cheese__nutrition_ingredients,Quarter Pounder with Cheese - nutrition ingredients,Burgers,Quarter Pounder with Cheese,product_variant,Burgers Menu,nutrition,nutrition_ingredients,,3,450,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/
quarter pounder burger,burgers-quarter-pounder-with-cheese__overview_menu,Quarter Pounder with Cheese - overview menu,Burgers,Quarter Pounder with Cheese,product_variant,Burgers Menu,overview,overview_menu,,10,450,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/
mcdonald's mcflurry with oreo cookies,mcvalue-mcflurry-with-oreo-cookies__overview_general,McFlurry with OREO Cookies - overview general,Value & Deals,McFlurry with OREO Cookies,product_variant,McValue Menu,overview,overview_general,,3,440,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcvalue-menu/mcflurry-with-oreo-cookies/
mcdonald's bacon egg and cheese bagel calories,bfast-bacon-egg-cheese-bagel__nutrition_macros,"Bacon, Egg & Cheese Bagel - nutrition macros",Breakfast,"Bacon, Egg & Cheese Bagel",product_variant,Breakfast Menu,nutrition,nutrition_macros,,5,440,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-bagel/
mcdonalds chicken nugget meal,nuggets-chicken-mcnuggets__overview_menu,Chicken McNuggets - overview menu,McNuggets & Strips,Chicken McNuggets,product_family,McNuggets & Strips,overview,overview_menu,,18,440,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/nuggets-and-strips/
does a caramel frappe have coffee,coffee-mccafe-caramel-frappe-small__overview_menu,McCafe Caramel Frappe Small - overview menu,McCafe Coffees,McCafe Caramel Frappe Small,product_variant,McCafe Caramel Frappe,overview,overview_menu,,7,420,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-caramel-frappe-small/
mcdonald's chocolate shake price,sweets-chocolate-shake__price_value,Chocolate Shake - price value,Sweets & Treats,Chocolate Shake,product_family,Sweets & Treats,commercial,price_value,,7,420,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/
double bacon quarter pounder with cheese,burgers-bacon-quarter-pounder-with-cheese__overview_general,Bacon Quarter Pounder with Cheese - overview general,Burgers,Bacon Quarter Pounder with Cheese,product_variant,Burgers Menu,overview,overview_general,,2,400,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/bacon-quarter-pounder-with-cheese/
mcdonald's honey mustard calories,sauce-honey__nutrition_macros,Honey - nutrition macros,Sauces & Condiments,Honey,product_variant,Sauces & Condiments,nutrition,nutrition_macros,,6,390,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/honey/
mcdonald's cappuccino,coffee-mccafe-cappuccino__overview_general,McCafe Cappuccino - overview general,McCafe Coffees,McCafe Cappuccino,product_family,McCafe Coffees,overview,overview_general,,7,390,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonalds smoothie price,beverages-smoothie__price_value,Smoothie - price value,Beverages,Smoothie,product_family,Beverages & Drinks,commercial,price_value,,14,390,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
egg mcmuffin meal price,evm-egg-mcmuffin-meal__price_value,Egg McMuffin Meal - price value,Value & Deals,Egg McMuffin Meal,product_variant,Extra Value Meals,commercial,price_value,,9,390,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/egg-mcmuffin-meal/
mcrib ingredients list,limited-time-mcrib__nutrition_ingredients,McRib - nutrition ingredients,Limited Time,McRib,product_family,Limited Time Menu,nutrition,nutrition_ingredients,,3,380,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/limited-time-menu/
calories in a 4 piece mcnugget,nuggets-4-pc-chicken-mcnuggets__nutrition_macros,4 pc Chicken McNuggets - nutrition macros,McNuggets & Strips,4 pc Chicken McNuggets,product_variant,Chicken McNuggets,nutrition,nutrition_macros,,6,380,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/4-pc-chicken-mcnuggets/
mcdonald's steak bagel price,bfast-bagel__price_value,Bagel - price value,Breakfast,Bagel,product_variant,Breakfast Menu,commercial,price_value,,6,360,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bagel/
egg mcmuffin meal,evm-egg-mcmuffin-meal__overview_menu,Egg McMuffin Meal - overview menu,Value & Deals,Egg McMuffin Meal,product_variant,Extra Value Meals,overview,overview_menu,,4,340,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/egg-mcmuffin-meal/
desayunos mcdonald's usa,breakfast-menu__geo_price__usa,Breakfast Menu - geo price,Breakfast,Breakfast Menu,menu_guide,,geo_pricing,geo_price,Usa,4,340,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
big mac value meal,burgers-big-mac__overview_menu,Big Mac - overview menu,Burgers,Big Mac,product_variant,Burgers Menu,overview,overview_menu,,8,340,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/big-mac/
mcdonald's steak egg and cheese bagel price,bfast-steak-egg-cheese-bagel__price_value,"Steak, Egg & Cheese Bagel - price value",Breakfast,"Steak, Egg & Cheese Bagel",product_variant,Breakfast Menu,commercial,price_value,,7,330,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/steak-egg-cheese-bagel/
mcchicken ingredients,chicken-mcchicken__nutrition_ingredients,McChicken - nutrition ingredients,Chicken & Fish,McChicken,product_variant,Chicken & Fish Menu,nutrition,nutrition_ingredients,,3,320,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/mcchicken/
mcdonalds frappe ingredients,coffee-frappe__nutrition_ingredients,Frappe - nutrition ingredients,McCafe Coffees,Frappe,product_family,McCafe Coffees,nutrition,nutrition_ingredients,,6,320,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
large fry mcdonalds,sides-world-famous-fries-large__overview_general,World Famous Fries Large - overview general,Fries & Sides,World Famous Fries Large,product_variant,World Famous Fries,overview,overview_general,,3,320,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-large/
mcgriddle meal,breakfast-mcgriddle__overview_menu,McGriddle - overview menu,Breakfast,McGriddle,product_family,Breakfast Menu,overview,overview_menu,,7,320,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/
mcdonald's iced caramel coffee,coffee-mccafe-iced-caramel-coffee__overview_menu,McCafe Iced Caramel Coffee - overview menu,McCafe Coffees,McCafe Iced Caramel Coffee,product_family,McCafe Coffees,overview,overview_menu,,5,320,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
quarter pounder with cheese meal calories,evm-quarter-pounder-with-cheese-meal__nutrition_macros,Quarter Pounder with Cheese Meal - nutrition macros,Value & Deals,Quarter Pounder with Cheese Meal,product_variant,Extra Value Meals,nutrition,nutrition_macros,,9,310,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/quarter-pounder-with-cheese-meal/
does high c have caffeine,menu-hub__nutrition_caffeine,McDonald's Menu - nutrition caffeine,Brand Core,McDonald's Menu,menu_hub,,nutrition,nutrition_caffeine,,8,310,0.0,,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/
